업체명,공장사업장주소,위도,경도
(합)현대산업,강원특별자치도 동해시 대동로 161-4  ,37.486125,129.123096
화신아스콘(주),충청남도 아산시 영인면 아산호로 376 ,36.894234,126.956074
(주)보광아스콘,경상남도 합천군 율곡면 대야로 1669 ,35.624691,128.200698
(주)경일산업,제주특별자치도 서귀포시 남원읍 남조로 871-43 ,33.353241,126.694179
신흥아스콘(주),경기도 파주시 중앙로 60-45 (금릉동) ,37.752495,126.796053
(주)삼보아스콘,경상북도 의성군 비안면 서부로 1076 ,36.344445,128.472973
(주)한국아스콘,경상북도 예천군 예천읍 경서로 166491 ,36.611497,128.273154
(주)원주엔지니어링,강원특별자치도 원주시 우두산길 77 (우산동) ,37.37974,127.934426
제일산업(주),강원특별자치도 홍천군 홍천읍 설악로 1238 ,37.664623,127.847292
한밭산업(주),인천광역시 서구 가정로 37번길 5 (가좌동),37.487386,126.670706
(주)일아아스콘,충청남도 서천군 종천면 충서로 513-90 ,36.109072,126.63036
(유)두이아스콘,전라남도 무안군 청계면 강정길 67-22 ,34.934953,126.401222
(주)금강아스콘,경상남도 양산시 유산공단10길 60-27 (유산동) ,35.367587,129.024379
대산아스콘(주),강원특별자치도 철원군 갈말읍 문혜리 1225-3 ,38.163812,127.313891
(주)태창,경기도 파주시 월롱면 영태리 14-12번지 ,37.776159,126.809302
태형기업(주),경기도 양주시 남면 삼일로 552 ,37.864539,126.993423
경기아스콘산업(주),경기도 포천시 화현면 영일로 368번길 143,37.936504,127.249232
(주)홍성,경상남도 산청군 신안면 지리산대로 3739 ,35.318474,127.991803
(주)보창아스콘,충청남도 보령시 웅천읍 충서로 1389-36 ,36.271609,126.587668
(주)서경,경상남도 진주시 진성면 진의로 471-83 ,35.217765,128.194841
강원아스콘산업(주),인천광역시 미추홀구 노적산로 11 (학익동) ,37.443086,126.651486
(주)에이치씨부광아스콘,경상북도 고령군 개진면 우곡로 1334 ,35.709794,128.326159
(주)현대아스콘,경기도 양주시 남면 화합로 610번길 46077,37.870372,126.997839
(주)에스에이치산하인더스트리,경기도 남양주시 와부읍 수레로 733 ,37.622291,127.278038
태형기업(주),경기도 화성시 정남면 서봉로 755번길 19,37.144344,126.955544
(주)신성아스콘,경기도 화성시 팔탄면 구장리 513-5 ,37.160314,126.899021
그린아스콘,경상북도 구미시 옥성면 산촌옥관로 8 ,36.304587,128.21744
(주)삼광아스콘,경상남도 김해시 생림면 나전리 1090-4 ,35.294927,128.873504
세아아스콘(주),경상북도 김천시 구성면 남김천대로 3068 ,36.069696,128.085926
(주)우석산업,세종특별자치시 부강면 연청로 1147-26  ,36.532,127.401871
(주)만아 동북공장,경기도 포천시 내촌면 금강로 2768-68 ,37.810436,127.259371
신동산업(주),강원특별자치도 영월군 영월읍 영월로 3315-17 ,37.194405,128.573649
(주)대평산업개발,경상북도 구미시 산동읍 성림길 26 ,36.160299,128.418952
(주)거진아스콘,경상남도 김해시 분성로569번길 34 (어방동) ,35.238934,128.908251
삼광레미콘아스콘(주),강원특별자치도 홍천군 홍천읍 옥류동길 123-27 ,37.635905,127.896538
우성산업개발(주),경상북도 예천군 감천면 충효로 934 ,36.694517,128.492273
효원아스콘(주),울산광역시 북구 대안1길 125(대안동)  ,35.644781,129.428619
금용산업개발(유),전북특별자치도 남원시 이백면 황산로 309-34 ,35.457372,127.470014
(주)태안 에이.씨.엔,경상남도 김해시 상동면 동북로437번길 46200 ,35.312148,128.968134
덕화실업(주),울산광역시 울주군 언양읍 언동3길 46070 ,35.598728,129.138644
(주)에스티,강원특별자치도 횡성군 횡성읍 한우로 696 ,37.492617,128.026
대신아스콘(주),강원특별자치도 동해시 대동로 161-7  ,37.486098,129.121069
(주)통영산업,경상남도 통영시 광도면 안정로 563 ,34.932965,128.429573
금강아스콘(주),경상남도 산청군 생비량면 진산로 97491 ,35.336751,128.086044
(주)삼호산업,전라남도 해남군 산이면 산이로 1985 ,34.695341,126.40939
한성아스콘(주) 경산공장,경상북도 경산시 진량읍 일연로 587 ,35.861308,128.803865
(주)동남,경상남도 김해시 주촌면 서부로1701번안길 58-93 ,35.245488,128.839952
(유)대연산업,전북특별자치도 전주시 덕진구 야전1길 71 (팔복동4가),35.867019,127.105431
세영개발(주),전북특별자치도 고창군 성송면 운선암길 48-69 ,35.368517,126.659363
세종아스콘(주),충청남도 금산군 추부면 서대산로 493-51 ,36.227036,127.495505
제일산업개발(주),인천광역시 서구 당하동 724  ,37.583375,126.695897
태양산업(주),전북특별자치도 완주군 비봉면 천호로 285 ,35.978895,127.156009
(주)드림아스콘,경기도 부천시 오정구 오정로 12(삼정동) ,37.525105,126.761419
(주)신도아스콘,전라남도 여수시 여수산단로 1232 (월내동) ,34.85147,127.733135
(주)일양,강원특별자치도 양양군 서면 들돌길 106 ,38.077886,128.580582
울진아스콘(주),경상북도 울진군 울진읍 읍남리 887-2 ,36.986657,129.380663
(주)일우피피씨,강원특별자치도 철원군 갈말읍 숙소골길 46045 ,38.183671,127.35522
삼정산업(주),강원특별자치도 강릉시 연곡면 송림지리쇠길 13 ,37.85447,128.821869
(주)삼성,경상북도 포항시 남구 동해면 일월로278번길 74,35.983826,129.469
(주)우일레미콘,강원특별자치도 강릉시 사천면 뒷말길 118-71 ,37.84086,128.854755
(유)중산현대,전북특별자치도 김제시 금구면 금백로 428 ,35.812191,126.998247
(주)동성아스콘,경상남도 통영시 광도면 덕포리 380 ,34.920744,128.422491
동신아스콘(주),경상남도 함안군 칠서면 삼칠로 715-1 ,35.35003,128.48812
항도아스콘(주),부산광역시 사하구 을숙도대로 569 (신평동) ,35.085784,128.968081
(유)대승산업,전북특별자치도 고창군 흥덕면 사천길 40 ,35.504669,126.695192
(주)대영아스콘,경상남도 창녕군 대지면 미산길 46107 ,35.565366,128.477452
노령산업(주),전북특별자치도 정읍시 입암면 정읍남로 457 ,35.500892,126.792489
(주)서부아스콘,전북특별자치도 완주군 이서면 콩쥐팥쥐로 999 ,35.821329,127.00919
(합)신영아스콘,경상북도 예천군 예천읍 양궁로 378-25 ,36.624886,128.482136
삼백레미콘(주),경상북도 상주시 외서면 귀호길 28 ,36.476123,128.169026
대아아스콘(주),경상북도 영천시 고경면 산수골길 18 ,35.994906,129.088978
(주)동남아스콘,전라남도 강진군 칠량면 청자로 744 ,34.582078,126.795663
조국아스콘(주),강원특별자치도 철원군 갈말읍 호국로 4430-17 ,38.119595,127.29667
(유)성경,전북특별자치도 김제시 공덕면 유강로 101 ,35.869017,126.919309
(주)제일기업,충청남도 홍성군 홍북읍 충서로 2524 ,36.643817,126.750401
(주)대우레미콘,강원특별자치도 태백시 동태백로 289-32  ,37.105752,129.043275
동성개발(주),경상북도 안동시 남후면 숨실길 59 ,36.525287,128.66587
(합)고려아스콘,경상북도 영주시 구성로88번길 10-19(휴천동)  ,36.801894,128.632704
(주)대명아스콘,강원특별자치도 양구군 국토정중앙면 관대두무로 1850 ,38.08702,128.060546
대주아스콘(주),충청남도 서천군 기산면 장산로 1671 ,36.064245,126.787124
화암아스콘(주),강원특별자치도 인제군 인제읍 광치령로 141-101 ,38.104908,128.186784
(주)지석,경상남도 김해시 진영읍 본산로86번길 22 ,35.311647,128.743848
대성에이엔씨(A&C),경상남도 밀양시 부북면 사포로 23774 ,35.474101,128.75304
다다산업(주),부산광역시 사상구 하신번영로 478 (엄궁동) ,35.122725,128.963942
거목개발(주),대구광역시 군위군 소보면 도군로 1392-12 ,36.26126,128.472946
(유)로드아스텍,전라남도 광양시 광양읍 죽림리 128 ,34.96654,127.642669
(유)대산아스콘,전북특별자치도 군산시 외항안길 300 (소룡동) ,35.970032,126.632944
금산공영(합),충청남도 금산군 복수면 다복로 123 ,36.164487,127.411568
(주)대주아스콘,울산광역시 울주군 온산읍 화산3길 38 ,35.427554,129.335268
(주)우일알앤에이,강원특별자치도 평창군 진부면 하송정길 30437 ,37.597108,128.560118
동서아스콘(주),강원특별자치도 춘천시 신동면 김유정로 805 ,37.775943,127.713914
대전아스콘(주),대전광역시 대덕구 대화로 32번길 279 (대화동),36.375768,127.408789
(주)대창기업,경상북도 봉화군 법전면 갈산로 1972 ,36.91244,128.973922
삼광기업(주),강원특별자치도 홍천군 북방면 송학정로 34-29 ,37.682649,127.862374
(유)디에스아스콘,전북특별자치도 부안군 동진면 고마제윗길 75 ,35.740753,126.746103
(주)보원산업,전라남도 곡성군 목사동면 강변로 361 ,35.130075,127.285894
명광아스콘(주),경상북도 경산시 진량읍 북리1길 81 ,35.889527,128.827474
부일산업개발(주),경상남도 양산시 신덕계1길 24 (덕계동) ,35.378031,129.161839
공주아스콘(주),세종특별자치시 장군면 산학리길 228-22  ,36.481172,127.232081
(주)우성,강원특별자치도 강릉시 강동면 오이동길 104 ,37.680936,129.018631
(주)금호산업,전라남도 해남군 화산면 해남화산로 829 ,34.507474,126.528242
삼호건설(주)아스콘춘천지점,강원특별자치도 춘천시 신동면 김유정로 701-13 ,37.767444,127.713386
(주)대풍산업,경상남도 창원시 마산합포구 진북면 연동로 119,35.140053,128.492872
대성아스콘(주),세종특별자치시 장군면 평기리 10  ,36.533221,127.203417
(주)새한레미콘 아스콘공장,경상남도 거제시 연초면 오비4길 52 ,34.919495,128.61503
부강산업(주),강원특별자치도 원주시 귀래면 북원로 491-11 ,37.204288,127.888821
(주)삼성아스콘,경상남도 함안군 대산면 송산로 621-2 ,35.321644,128.449846
경부아스콘(주),충청남도 보령시 청소면 야현정전길 18 ,36.429785,126.590889
(주)진양기업,강원특별자치도 춘천시 남산면 둔일길 18019 ,37.775915,127.643365
(주)강화아스콘 간현공장,강원특별자치도 원주시 지정면 간현리 949-2 ,37.359214,127.837491
양지산업(주),경상남도 산청군 신안면 지리산대로 3600 ,35.309781,127.98247
(주)삼양,강원특별자치도 태백시 백산동 140-5  ,37.14222,129.03447
성산건설산업(주),전라남도 광양시 광양읍 직동2길 36 ,34.962707,127.64228
(주)대원환경산업,전라남도 강진군 작천면 갈동리 1018 ,34.721257,126.740333
경서산업(주),전라남도 영암군 학산면 녹색로 3026 ,34.697898,126.670839
(주)수성,대구광역시 달서구 성서동로 271 (장동) ,35.845141,128.515252
(주)황원레미콘아스콘산업,강원특별자치도 고성군 토성면 용원로 547-14 ,38.21537,128.525002
(합)화선산업,강원특별자치도 양양군 강현면 장산리 629 ,38.145268,128.594997
(주)백산아스콘,대구광역시 수성구 욱수동 46330  ,35.829255,128.707568
(주)두리로드,전북특별자치도 무주군 무주읍 원용포길 15707 ,35.991285,127.627495
대영아스콘산업(주),울산광역시 울주군 범서읍 두동로 609-1 ,35.617477,129.22622
(주)경풍,경상남도 진주시 문산읍 동부로839번길 77 ,35.172742,128.196397
진산아스콘(주),경상남도 고성군 상리면 상정대로 1213 ,34.993401,128.216814
케이엠산업(주),경상남도 하동군 진교면 달구지길 95-47 ,35.00237,127.894119
(주)대경아스콘,대구광역시 달서구 성서동로 289 (장기동) ,35.846668,128.515168
(유)아미산업,전북특별자치도 군산시 나포면 철새로 374 ,36.025193,126.790624
괴산아스콘(주),충청북도 괴산군 감물면 백양리 541-3 ,36.8538,127.875743
동화산업(주),충청남도 당진시 합덕읍 면천로 1361-22 ,36.810048,126.737261
(주)영진개발 경산공장,경상북도 경산시 남천면 남천로 421-30 ,35.76279,128.727428
(주)동해산업아스콘프랜트,강원특별자치도 양양군 강현면 동해대로 3193-19 ,38.123854,128.618551
(유)새만금산업,전북특별자치도 부안군 동진면 석정로 36 ,35.742475,126.732382
남경중공업(주),전라남도 화순군 동면 충의로 970-34 ,35.031168,127.056664
(주)거산아스콘,전북특별자치도 남원시 보절면 보산로 439-69 ,35.466149,127.401436
(주)삼남,충청남도 서천군 판교면 대백제로 2220 ,36.180731,126.695437
(주)창주산업,전라남도 나주시 남평읍 나주호로 738-32 ,34.984034,126.887068
대하산업(주),경상남도 하동군 금남면 섬진강대로 863-10 ,34.994093,127.818487
(주)대화,전라남도 순천시 서면 곰배미길 69 ,34.984037,127.549483
(주)동림아스콘앤레미콘,충청남도 공주시 이인면 숭선군로 648 ,36.425788,127.072874
(주)신라아스콘,전라남도 장성군 동화면 본동로 1033-21 ,35.232644,126.707416
(주)삼덕아스콘,전북특별자치도 군산시 성산면 왕골로 277 ,36.00539,126.818205
(주)화순아스콘,전라남도 화순군 춘양면 개천로 571 ,34.934762,126.953313
(주)영동아스콘,강원특별자치도 강릉시 강변로604번길 11-12(입암동)  ,37.767758,128.92761
대림공영(주),대전광역시 중구 단재로 349(어남동)  ,36.223702,127.416067
(주)공단레미콘,대전광역시 대덕구 대화로52번길 196  ,36.376074,127.410566
(주)동주아스콘,경상남도 함양군 수동면 거함대로 561 ,35.538449,127.78093
우광아스콘(주),강원특별자치도 삼척시 근덕면 삼척로 3069-126 ,37.328283,129.249198
농산아스콘(주),충청남도 홍성군 갈산면 가곡리 185-16 ,36.63229,126.576166
동양아스콘(주),경상북도 의성군 의성읍 경북대로 5758 ,36.354501,128.685037
경일산업(주),경상북도 의성군 사곡면 의성사곡로 494 ,36.332949,128.756892
충남이엔씨(주),충청남도 아산시 배방읍 고불로365번길 94 ,36.729531,127.041846
경동아스콘(주),부산광역시 사하구 다대로1066번길 54(장림동)  ,35.07823,128.956999
영남산업(주),경상북도 경주시 건천읍 단석로 1631-325 ,35.829091,129.057593
(유)문광산업개발,전북특별자치도 익산시 낭산면 남천로 533 ,36.060746,127.045074
고성아스콘(주),경상남도 고성군 거류면 용산리 19756 ,34.969155,128.356218
(주)해솔아스콘,전라남도 나주시 문평면 명하길 80-39 ,35.081299,126.606537
(주)대지,경상북도 문경시 산양면 금천강변길 150 ,36.628578,128.253933
영진산업(주) 영양지점,경상북도 영양군 입암면 양항길 28 ,36.599754,129.090415
(주)대영아스콘,강원특별자치도 정선군 임계면 봉산리 444-2 ,37.474652,128.848927
삼양진흥(주),강원특별자치도 평창군 용평면 뒷골길 3 ,37.631576,128.487263
(주)삼보,전북특별자치도 완주군 구이면 계안로 395 ,35.680595,127.092323
우리아스콘(주),경기도 화성시 팔탄면 현대기아로 556번길 111,37.19681,126.862802
(주)창운,전라남도 나주시 남평읍 지석로 474 ,35.011142,126.849599
주안아스콘(주),충청남도 금산군 진산면 실학로 463 ,36.199649,127.358545
중앙산업(주),경상남도 거창군 위천면 빼재로 540 ,35.746564,127.85756
당서아스콘(주),충청남도 당진시 면천면 면천로 183 ,36.833739,126.621605
(주)광명,경상북도 포항시 북구 청하면 동해대로 2092,36.157223,129.34737
(주)삼양레미콘,강원특별자치도 강릉시 강동면 임곡로 102-16 ,37.720264,128.977884
(주)에이치씨보광산업개발,경상북도 칠곡군 가산면 경북대로 1692-12 ,36.097224,128.537025
동서산업(주),강원특별자치도 횡성군 공근면 영서로 160 ,37.529501,127.96295
(주)성보아스콘,경상북도 영덕군 영해면 영덕로 1686-9 ,36.526987,129.408194
(주)한국그린팩토리,경상남도 사천시 곤명면 곤명1로 205 ,35.115386,127.94853
(주)인우아스콘,부산광역시 강서구 과학산단로 186 (지사동) ,35.14336,128.84673
(주)에이치씨보광산업,대구광역시 달성군 논공읍 비슬로 262길 37,35.748318,128.413178
한도아스콘(주),울산광역시 울주군 웅촌면 곡천리 14246 ,35.466049,129.209917
(주)수강에스디,경상남도 사천시 사남면 사남로 886-27 ,35.051977,128.097351
(주)한덕산업,세종특별자치시 전동면 신송로 7  ,36.654707,127.216525
(주)일석,전라남도 함평군 해보면 해보월현길 114-66 ,35.170039,126.568456
(주)대창아스콘,경상북도 영주시 구성로88번길 86  ,36.805422,128.634065
세아산업(주)약목,경상북도 칠곡군 약목면 경호천동길 14 ,36.047061,128.348209
(주)동국아스콘,경상북도 청송군 청송읍 청송로 4721-14 ,36.406359,129.064364
효창산업(주),경상북도 영천시 금호읍 원제리 34759 ,35.941355,128.897801
(주)토석산업,전라남도 영암군 미암면 흑석로 1202 ,34.667623,126.558544
(주)석진산업,충청북도 음성군 음성읍 새말길 46209 ,36.928707,127.722117
부성산업(주),경상북도 안동시 남선면 추목로 122-30 ,36.519011,128.811969
중앙환경아스콘(유),전북특별자치도 남원시 송동면 물머리로 54-71 ,35.338607,127.306779
(주)성진아스콘,전북특별자치도 정읍시 고부면 영원로 172-64 ,35.593798,126.800405
소원아스콘(주),경기도 양주시 은현면 화합로 969번길 57,37.862206,127.03203
(유)우진산업사,전북특별자치도 완주군 소양면 전진로 860-13 ,35.854632,127.254307
(유)일성건설,전북특별자치도 군산시 외항로 404 (소룡동) ,35.96681,126.625612
(주)삼덕,인천광역시 서구 두루물로 72  ,37.583847,126.628681
(주)대주건영 창원공장,경상남도 창원시 성산구 남면로113번길 25-28 (대원동),35.223128,128.640525
한통아스콘(주),경상남도 김해시 한림면 안곡로 265 ,35.285456,128.850839
산양알앤에이(주),경상남도 창원시 진해구 용원북로 19 ,35.105253,128.815205
(주)찬우아스콘,경상남도 밀양시 산외면 산외강변로 29 ,35.499376,128.790565
새인산업(주),경상남도 양산시 명곡로 217 (신기동) ,35.343978,129.057265
(유)고양산업,전북특별자치도 전주시 덕진구 감수길 10-42 (팔복동4가),35.866769,127.102876
동일산업(주),전라남도 담양군 금성면 금성산성길 71 ,35.354243,127.028025
삼덕산업(주) 광주공장,경기도 광주시 오포읍 오포로 730 ,37.358182,127.222185
