업체명,주소,위도,경도
동헌레미콘 주식회사,경상남도 양산시 산막공단남11길 129(북정동),35.367309,129.051849
(주)세경,경상남도 김해시 진영읍 김해대로 112,35.297342,128.708962
(주)우경산업,경상남도 진주시 문산읍 동부로839번길 77,35.172742,128.196397
대양레미콘(주)덕계공장,경상남도 양산시 월라2길 19(덕계동),35.365671,129.148368
(주)대성레미콘,경상남도 밀양시 부북면 사포로 65,35.473073,128.747624
(주)삼성산업,경상남도 통영시 광도면 은황길 386-38,34.961267,128.396132
(주)기영,경상남도 창녕군 영산면 월령공장길 61,35.402024,128.486731
(주)그린테크,경상남도 밀양시 산내면 산내로 720,35.602921,128.914692
(주)성보레미콘,경상남도 김해시 진례면 고모로134번길 4,35.238877,128.769402
(주)경풍,"경상남도 진주시 문산읍 동부로839번길 68 (,77양지상 101호)",35.172242,128.196758
(주)진일씨앤씨,경상남도 양산시 어실로 383-56(어곡동),35.391528,129.012713
(주)동원레미콘,경상남도 창녕군 성산면 대터공단길 62,35.619055,128.469036
(주)거창레미콘,경상남도 거창군 남하면 영서로 543,35.638716,127.970607
(주)홍성,경상남도 산청군 신안면 지리산대로 3739,35.318474,127.991803
(주)성훈철강레미콘사업부,경상남도 진주시 공단로 238(상평동),35.175436,128.126098
물금개발(주),경상남도 양산시 원동면 원동로 299,35.324397,128.976078
(주)보림산업,경상남도 합천군 용주면 연촌우곡길 165-24,35.569308,128.103818
(주)신흥레미콘,경상남도 거창군 거창읍 밤티재로 1303,35.671684,127.93111
㈜경신,경상남도 창원시 마산합포구 진북면 연동로 119,35.140053,128.492872
㈜신우공업,경상남도 함안군 칠원읍 무기로 287,35.292231,128.562003
(주)제일레미콘,경상남도 거제시 연초면 오비4길 46,34.919134,128.615752
무창산업㈜,경상남도 산청군 신등면 상능로504번길 36-30,35.390633,128.050158
비원산업㈜,경상남도 거창군 남상면 수남로 1963,35.654742,127.911195
(주)삼보산업,경상남도 함안군 대산면 송산로 621,35.323227,128.448318
㈜경일산업,경상남도 함안군 대산면 송산로 621,35.323227,128.448318
㈜홍성산업,경상남도 거제시 거제대로 5022(장평동),34.893526,128.589977
흥진산업(주),경상남도 합천군 적중면 황강옥전로 1839,35.559644,128.288747
대천산업 주식회사,경상남도 사천시 곤양면 경충로 1599,35.049143,127.933282
한진산업개발(주),경상남도 김해시 생림면 나전로 100-31,35.294149,128.874226
경남콘크리트 주식회사,경상남도 양산시 원동면 원동로 326,35.326035,128.978494
㈜수경,경상남도 창원시 진해구 남영로574번길 8(남양동),35.120918,128.782624
오헌산업(주),경상남도 김해시 진영읍 본산로269번길 15-18,35.317452,128.754764
정암레미콘(주),경상남도 고성군 하이면 삼상로 892,34.981096,128.138904
가야레미콘(주),경상남도 통영시 광도면 안정로 558,34.932881,128.430796
동경레미콘(주),경상남도 김해시 유하로 107-20(유하동),35.212714,128.813454
(주)창원,경상남도 하동군 금성면 산업로 480,34.956569,127.775519
쌍용레미콘(주)창원사업소,경상남도 창원시 성산구 연덕로 14(웅남동),35.205297,128.65544
(유)영동레미콘김해지점,경상남도 김해시 상동면 상동로 862-79,35.31412,128.958135
참빛동아산업(주),경상남도 합천군 율곡면 임북공단길 40,35.582529,128.182256
비아이레미콘(주),경상남도 김해시 상동면 상동로 312-31,35.302982,128.905751
㈜도현레미콘,경상남도 양산시 산막동 307-3,35.370892,129.051904
(주)중앙레미콘,경상남도 함양군 안의면 거안로 234,35.657796,127.816787
수성산업,경남 창녕군 성산면 후천리 산 1-3,35.632026,128.499755
대하레미콘(주),경상남도 남해군 서면 스포츠로 590,34.812252,127.845875
(주)통영산업,경상남도 통영시 광도면 안정로 563,34.932965,128.429573
대상레미콘(주),경상남도 의령군 가례면 의병로 105-3,35.322337,128.248641
(주)대영건업,"경상남도 함안군 군북면 방어산로 509, 101호",35.282953,128.303803
㈜찬우레미콘,경상남도 김해시 한림면 한림로343번길 47-42,35.316591,128.795955
(주)청남,경상남도 남해군 고현면 남해대로 3245-9,34.875884,127.890843
세정건업㈜,경상남도 밀양시 상동면 상동로 130,35.523262,128.78026
양지산업(주),경상남도 산청군 신안면 지리산대로 3600,35.309781,127.98247
케이엠산업 주식회사,경상남도 하동군 진교면 달구지길 95-47,35.00237,127.894119
(주)유강피씨,경상남도 창원시 마산합포구 진북면 연동로 154,35.143692,128.49526
㈜합천레미콘,"경상남도 합천군 합천읍 마령로 401-26 용계리 210,211,212,213,214,215,216,220,222",35.622997,128.154924
(주)삼부레미콘,경상남도 함양군 안의면 거안로 232,35.657907,127.816315
㈜찬우,경상남도 밀양시 산외면 화동강길 65,35.501403,128.786815
주식회사 덕운레미콘,경상남도 김해시 한림면 장방로335번길 8-15,35.334311,128.78515
양산레미콘(주),경상남도 양산시 두전길 61(어곡동),35.385501,129.028128
(주)신송,경상남도 양산시 어실로 431,35.393473,129.010769
대하산업(주),경상남도 하동군 금남면 섬진강대로 863-10,34.994093,127.818487
삼성레미콘 주식회사,경상남도 거창군 남하면 영서로 137,35.659241,127.947192
고성레미콘㈜,경상남도 고성군 거류면 거류로 148-57,34.964433,128.368384
㈜함양기업,경상남도 함양군 유림면 옥매리 911,35.50498,127.759071
(주)새한레미콘,경상남도 거제시 연초면 오비4길 52,34.919495,128.61503
㈜보성레미콘,경상남도 창원시 의창구 북면 단내로 443,35.349752,128.566808
주식회사 대영레미콘,경상남도 창녕군 대지면 미산길 3-24,35.566866,128.476925
(주)동양/건재부문 김해공장,경상남도 김해시 한림면 김해대로1538번길 41,35.272235,128.839868
(주)대동레미콘,경상남도 사천시 곤양면 서삼로 198,35.064197,127.976528
산양알앤에이(주),"경상남도 창원시 진해구 용원북로 19(용원동, (주)산양)",35.105253,128.815205
㈜남평레미콘,경상남도 거제시 연초면 오비4길 42,34.919606,128.616585
대명레미콘(주),경상남도 양산시 산막공단남4길 32,35.367087,129.052876
주식회사 신동,경상남도 사천시 사남면 화전리 286-2,35.052894,128.096435
(주)동양/건재부문 양산공장,경상남도 양산시 유산공단3길 7,35.354227,129.032462
주식회사 대왕레미콘,경상남도 김해시 상동면 상동로 818-5,35.314981,128.956774
㈜동아레미콘,경상남도 함안군 칠원면 무기리 859,35.295786,128.543477
㈜서경,경상남도 진주시 진성면 가진리 1680,35.21782,128.195063
㈜대아레미콘,경상남도 함안군 칠원읍 원서로 213-15,35.297147,128.502175
정암산업(주)제2공장,경상남도 진주시 진성면 진의로 471-83,35.217765,128.194841
(주)경보,경상남도 하동군 고전면 하동읍성로 97-26,35.005203,127.811154
㈜대신산업,경상남도 창원시 마산합포구 진북면 농공단지로 39((주)대신산업),35.142636,128.477484
주식회사 경남,경상남도 사천시 축동면 서삼로 1204,35.091945,128.049355
대하콘크리트(주),경상남도 사천시 용현면 사천대로 915-21,35.002621,128.051939
금강레미콘주식회사,경상남도 산청군 생비량면 진산로 2166-11,35.344389,128.08235
(주)동양산업,경상남도 김해시 상동면 동북로437번길 58-62,35.308954,128.960635
신한산업(주),"경상남도 함안군 칠원읍 원서로 89-33, 1층",35.300619,128.513924
(주)우성기업,경상남도 진주시 솔밭로 55(상평동),35.173686,128.106766
(주)수강에스디,경상남도 사천시 사남면 사남로 886-5,35.051172,128.094379
(주)승일,경상남도 함안군 대산면 대부로 332-1,35.361695,128.460289
(주)용원알앤에이,경상남도 창원시 진해구 진해대로 2257(용원동),35.108281,128.807845
쌍용레미콘(주) 김해사업소,경상남도 김해시 상동면 동북로437번길 47-17,35.309648,128.965773
주식회사 에스비산업,경상남도 창원시 진해구 명제로 26(죽곡동),35.112502,128.72013
(주)한일,경상남도 창녕군 도천면 영산도천로 88,35.412662,128.508895
동헌산업(주)김해지점,경상남도 김해시 김해대로 2651 (안동),35.229324,128.916473
한일시멘트(주)김해공장,경상남도 김해시 장유면 대청로104번길 92,35.188355,128.808344
부일산업개발(주),부산광역시 금정구 부곡동 216-22,35.23974,129.092819
중앙산업(주),경상남도 거창군 위천면 빼제로 540,35.749258,127.833174
(주)진성레미콘,경상남도 김해시 생림면 생림대로 713번길 93(봉림리),35.315452,128.85095
극동메이저(주),경상남도 사천시 축동면 서삼로 1072,35.091389,128.041495
(주)수창,경남 창녕군 대합면 대동월포로 381,35.631248,128.441483
영남레미콘(주),경상남도 진주시 큰들로 157(상평동),35.172075,128.120237
(주)한려레미콘,경상남도 통영시 광도면 용호로 526(한려레미콘),34.888219,128.382328
(주)부경레미콘,경상남도 밀양시 하남읍 양명길 108,35.391582,128.727266
현대개발(주)김해공장,경상남도 김해시 상동면 동북로437번길 27-6,35.310426,128.966773
(주)삼정레미콘,경남 통영시 광도면 덕포리 373,34.921438,128.421741
(주)동주산업,경상남도 함양군 수동면 거함대로 561,35.538449,127.78093
금강레미콘㈜,경상남도 김해시 장유면 유하리 690-4,35.21438,128.813093
(주)동양/건재부문 창원공장,경상남도 창원시 성산구 적현로279번길 6(신촌동),35.199797,128.594723
우리산업㈜,경상남도 통영시 광도면 안정로 544(팔복가든),34.932298,128.43124
유한회사 동방,경상남도 함양군 지곡면 거함대로 561-1,35.537754,127.780014
㈜신풍,경상남도 거제시 사등면 성포로 349-18,34.916273,128.538648
(주)한중,경상북도 포항시 남구 철강로492번길 24(장흥동),35.967744,129.382091
(주)우미산업,경상북도 포항시 북구 청하면 고현길17번길 47,36.160778,129.339426
주식회사 상북알엠씨,경상북도 고령군 성산면 성암로 86-43,35.763288,128.381098
주식회사 보리,경상북도 경주시 강동면 강동산단로1길 73,35.962411,129.30782
(주)한국레미콘,경상북도 포항시 북구 흥해읍 동해대로1845번길 83-65,36.139836,129.338954
주식회사 정수산업,경상북도 울진군 죽변면 하죽로 1737,37.055899,129.400966
영주종합레미콘 주식회사,경상북도 영주시 구성로88번길 164-45(휴천동),36.809227,128.636092
(주)경도레미콘,경상북도 경주시 천북면 천북산단로 191-89((주)월성),35.941496,129.262491
(주)창신산업개발,경상북도 포항시 북구 흥해읍 용금길11번길 9,36.142502,129.350676
(주)강한레미콘,경상북도 포항시 북구 흥해읍 동해대로1845번길 47,36.137864,129.343454
(주)경북레미콘,경상북도 김천시 개령면 개령로 336-12,36.194488,128.174917
(주)금강레미콘,경상북도 영덕군 영덕읍 매정길 218-92,36.441524,129.413361
주식회사 점촌레미콘,경상북도 문경시 신기공단1길 76(신기동),36.63441,128.17919
하나레미콘 주식회사,경상북도 포항시 북구 흥해읍 덕실마을길3번길 8,36.122421,129.343426
주식회사 신포항레미콘,경상북도 포항시 북구 흥해읍 덕장길 214,36.146974,129.333982
(주)영진레미콘,경상북도 포항시 북구 청하면 동해대로 2534-90,36.191274,129.358341
(주)공항레미콘,경상북도 울진군 기성면 기성로 287,36.767571,129.461853
(주)평해레미콘,경상북도 울진군 평해읍 평오곡길 31-30,36.730492,129.440022
신국제레미콘주식회사,경상북도 경주시 천북면 산업로 4785-11,35.904084,129.239966
㈜태성레미콘,경상북도 울진군 울진읍 울진북로 745-90(태성레미콘),37.01532,129.397245
한국레미콘 주식회사,경상북도 고령군 성산면 성산로 822,35.747151,128.352184
동양레미콘(주),경상북도 의성군 의성읍 경북대로 5758,36.354501,128.685037
하나태광(주),경상북도 포항시 북구 기계면 기계로 292,36.080952,129.190162
성원레미콘(주),경상북도 안동시 풍산읍 풍산태사로 1624,36.567699,128.620291
대종레미콘(주),경상북도 경주시 양북면 명주길 38-49,35.771767,129.444727
(주)정원레미콘,경상북도 영천시 고경면 산수골길 47,35.995183,129.09195
(주)대경알앤씨,대구광역시 군위군 군위읍 군위공단길 39-16,36.204573,128.558828
부성레미콘(주),경상북도 안동시 임하면 충효로 3372-8,36.530316,128.821301
(주)동남레미콘,경상북도 의성군 비안면 서부로 1076,36.344445,128.472973
(주)신창산업,경상북도 포항시 북구 청하면 동해대로 2062,36.155195,129.347009
(주)진성콘크리트,경상북도 울진군 기성면 기성로 990,36.82187,129.438327
(주)명성레미콘,경상북도 울진군 후포면 쇠골1길 57,36.66861,129.427802
영진레미콘아스콘(주)석계공장,경상북도 경주시 외동읍 관문로 957-21,35.663555,129.295047
주식회사 동림레미콘,경상북도 예천군 호명읍 양궁로 682-10,36.614498,128.5063
신우레미콘(주),경상북도 경주시 외동읍 석계리 1241,35.663805,129.294519
삼영레미콘㈜,경상북도 봉화군 봉화읍 예봉로 2015,36.880636,128.740138
주식회사 대일기업,경상북도 포항시 북구 기계면 새마을로 2522,36.112809,129.130167
(합)신영레미콘,경상북도 예천군 유천면 예성로 751,36.634995,128.395976
대창건설(합),경상북도 영주시 구성로88번길 86(휴천동),36.805422,128.634065
정수레미콘 주식회사,경상북도 울진군 북면 울진북로 2515,37.134779,129.36208
중화레미콘(주),경상북도 상주시 화서면 영남제일로 4287-24,36.443292,127.938436
(주)문경레미콘,경상북도 문경시 산양면 금천로 221,36.627662,128.247129
주식회사삼성콘크리트,경상북도 의성군 봉양면 농공마전길 45,36.289008,128.571159
㈜금강건설레미콘,경상북도 봉화군 봉성면 덕창마길 22-2,36.9073,128.780967
케이엠레미콘(주),경상북도 포항시 남구 해병로 99(인덕동),35.985909,129.404506
㈜성원,경상북도 고령군 다산면 다산로 339,35.810922,128.418288
우진레미콘아스콘㈜,경상북도 경주시 천북면 산업로 4773-9,35.902806,129.239271
신우레미콘아스콘 주식회사,경상북도 영천시 고경면 거곡로 41-52,35.976685,128.982654
(주)미래레미콘,경상북도 영덕군 달산면 주왕산로 3446,36.415304,129.281179
월드산업(주),경상북도 예천군 호명면 양궁로 717,36.616804,128.511605
(주)삼보,경상북도 의성군 단밀면 도안로 562-75,36.335584,128.311793
(주)대경레미콘,경상북도 고령군 쌍림면 쌍쌍로 618-47,35.667854,128.25636
(주)대열레미콘,경상북도 영천시 북안면 유하큰길 48,35.935134,128.975655
대흥레미콘㈜,경상북도 상주시 헌신공단길 50 (헌신동),36.414602,128.20519
(주)신진,경상북도 군위군 효령면 효령공단길 12-13,36.150274,128.592325
(주)동해개발레미콘,경상북도 포항시 남구 장기면 장기로 577,35.913001,129.487611
삼백레미콘㈜,경상북도 상주시 외서면 귀호길 28,36.476123,128.169026
영일레미콘,경상북도 포항시 북구 청하면 청하로 53,36.18347,129.33501
(주)그린레미콘,경상북도 구미시 옥성면 산촌옥관로 20,36.305365,128.218246
(주)영남산업,경상북도 안동시 앙실2길 74-1,36.561228,128.678813
영남레미콘(주),경상북도 안동시 앙실3길 77,36.560117,128.676369
세아아스콘(주),경상북도 김천시 구성면 남김천대로 3068,36.069696,128.085926
(주)그린산업,경상북도 의성군 다인면 가원농공길 46-3,36.434434,128.369314
(주)영남레미콘,경상북도 포항시 북구 송라면 조사리길 84,36.225909,129.370423
흥진레미콘(주),경상북도 경주시 천북면 산업로 4773-10,35.903556,129.239216
(주)에이치씨제일레미콘,경상북도 포항시 남구 서원재로 90(호동),35.983631,129.394757
영화레미콘(주),경상북도 경주시 내남면 반구대로 2882-10,35.731853,129.205443
(주)대동산업,경상북도 영양군 일월면 영양로 2492-25,36.702243,129.136327
김천레미콘(주),경상북도 김천시 농남로 262-19,36.09861,128.195666
(주)우리레미콘,경상북도 성주군 용암면 운용로 1447,35.866054,128.360876
동성레미콘 주식회사,경상북도 포항시 남구 섬안로46번길 40(괴동동),35.999185,129.371314
경포레미콘㈜,경북 경주시 강동면 새마을로 950-28,36.043513,129.272322
주식회사 에이치씨의성레미콘,경상북도 의성군 구천면 도개구천길 1134,36.341418,128.430754
(주)대영레미콘,경북 경주시 건천읍 단석로 1631-176(송선리 780),35.831229,129.062204
(주)동신산업,경상북도 영주시 장수면 용주로 551,36.787756,128.529296
우정산업 주식회사,경북 울릉군 울릉읍 무릉길 245-134,37.478475,130.897828
동성레미콘,경상북도 안동시 남후면 숨실길 59,36.525287,128.66587
우성산업㈜,경상북도 문경시 신기동 252-37,36.628772,128.168691
(주)한국산업,경상북도 예천군 예천읍 경서로 2355-11,36.636828,128.412503
(주)에이치씨보광콘크리트,경상북도 안동시 풍산읍 경서로 4380-59,36.591696,128.595126
한일건재공업㈜,경상북도 칠곡군   북삼읍 금오동천로 27,36.059393,128.301268
새금강레미콘(주),경상북도 봉화군 소천면 임기로 730,36.928549,129.014224
(주)유니온레미콘,경상북도 포항시 북구 흥해읍 용천리 1138-1,36.147307,129.352148
주식회사 동진산업,경상북도 울진군 울진읍 울진북로 745-62(㈜동진산업),37.016598,129.400355
정도산업(주),경상북도 울진군 죽변면 동해대로 5047,37.058482,129.403605
(주)세일,경상북도 김천시 문성길 77(덕곡동),36.115386,128.148892
(주)태경산업,경상북도 울진군 울진읍 울진북로 745-80,37.016431,129.398467
예천레미콘(주),경상북도 예천군 지보면 예지로 709(신세계환경(주)) 707,36.576169,128.413475
(주)영양레미콘,경상북도 영양군 입암면 양항길 42,36.599893,129.091193
(주)와이앤피알에이,경상북도 영덕군 축산면 고경길 141,36.476743,129.421888
(주)미성공업,경상북도 성주군 초전면 대장2길 16-10,35.97007,128.265578
다부산업㈜,경상북도 김천시 양천동 114-1,36.082084,128.118673
(주)윤성알엠씨 고령지점,경상북도 고령군 성산면 기산리 316,35.729625,128.336019
공단레미콘,경상북도 포항시 남구 괴동로 93(장흥동),35.987797,129.369314
주식회사 에이치씨경산레미콘,경상북도 경산시 압량읍 가일길 79,35.839504,128.77984
(합자)고려실업,경상북도 예천군 예천읍 양궁로 378-24,36.624747,128.481275
울진레미콘(주),경상북도 울진군 죽변면 하죽로 1795-14,37.056566,129.407632
(주)영덕레미콘,경상북도 영덕군 영덕읍 영덕로 320,36.422748,129.376614
㈜솔레미콘,경상북도 청도군 풍각면 봉기1리 1106,35.650108,128.590997
(주)신성레미콘,경상북도 경주시 문무대왕면 명주길 73,35.765323,129.441866
대경알엠씨(주),경상북도 고령군 성산면 개경포로 2103-35,35.745623,128.377098
주식회사 에이치씨보광산업개발,경상북도 칠곡군 가산면 경북대로 1692-12 2층,36.097224,128.537025
해동레미콘주식회사,경상북도 구미시 해평면 괴곡4길 17-12,36.18038,128.408813
정도종합산업(주),경상북도 울진군 죽변면 동해대로 5047-1,37.05676,129.403882
주식회사 영남레미콘,경상북도 경주시 건천읍 신평공단길 39,35.872169,129.071675
현대레미콘(주),경상북도 영주시 신재로 129(가흥동),36.830252,128.59829
(주)녹색레미콘,경상북도 영덕군 영덕읍 신공업단지길 37,36.390974,129.365338
하나대건레미콘(주),경상북도 의성군 다인면 가원농공길 27,36.435768,128.371536
미성레미콘(주),경상북도 구미시 고아읍 선산대로 630-10,36.184213,128.350846
(주)남일레미콘,경상북도 포항시 북구 흥해읍 동해대로1845번길 47,36.137864,129.343454
대광레미콘,경상북도 청송군 진보면 경동로 4525,36.538678,129.073556
(주)영진레미콘 칠곡지점,경북 칠곡군 동명면 경북대로 22,35.963322,128.551914
한성레미콘㈜,경상북도 경산시 진량읍 일연로115길 12,35.859724,128.804449
(주)백산레미콘,경상북도 칠곡군 가산면 학상1길 68,36.093863,128.493696
삼성중기레미콘(주),경상북도 청송군 진보면 영양로 13,36.540372,129.077973
정민종합산업(주),경상북도 봉화군 봉화읍 농업인길 86-105(정도종합산업주식회사),36.899356,128.765524
(주)우현레미콘,경상북도 포항시 북구 청하면 고현길17번길 41,36.162166,129.340815
(주)씨콘,경상북도 울릉군 서면 태하령길 1037-7(동도레미콘),37.508526,130.816279
청우레미콘(주),경상북도 청도군 화양읍 청려로 1822,35.65047,128.717208
(주)삼남레미콘,경상북도 청송군 안덕면 청송로 2509,36.284206,129.007898
(주)아영레미콘,경상북도 울진군 울진읍 울진북로 655-14,37.005516,129.398495
㈜동아레미콘,경상북도 안동시 수상동 267,36.54673,128.707478
(주)신한레미콘,경상북도 경산시 와촌면 신한리 산 64-1,35.948159,128.789782
주식회사 에스제이레미콘,경상북도 상주시 화개길 17(화개동),36.417185,128.185664
금강레미콘(주),경상북도 봉화군 봉성면 봉명로 68(금강레미콘공장),36.901829,128.775412
대산실업(주),경상북도 칠곡군 석적읍 석적로 345,36.02587,128.410565
(주)서벽,경상북도 경주시 안강읍 두류길 35,35.986324,129.163749
금오레미콘(주),경상북도 구미시 1공단로6길 114(공단동),36.091918,128.376039
상신산업주식회사 북지점,경상북도 성주군 선남면 나선로 1002-13,35.879164,128.381263
영남레미콘(주),경상북도 김천시 평화장미길 115(평화동),36.129134,128.111951
주식회사 에이치씨동부레미콘,경상북도 영천시 금호읍 고수골길 38,35.954381,128.904911
(주)달성레미콘,경상북도 구미시 고아읍 원대로 292,36.17763,128.32046
(주)와룡레미콘,경상북도 안동시 와룡면 퇴계로 1437-12,36.663439,128.782775
세일개발(주),경상북도 성주군 용암면 용정리 354-2,35.824809,128.333962
(합)고려레미콘,경상북도 영주시 구성로88번길 10-19,36.801894,128.632704
(주)동양/건재부문 대구공장,경상북도 경산시 진량읍 동자1길 50,35.870112,128.802254
(주)동아레미콘,경상북도 포항시 남구 섬안로46번길 26(괴동동),35.998102,129.370592
고려레미콘,경상북도 봉화군 춘양면 소로리 645-1,36.924438,128.919399
세아산업(주)약목,경상북도 칠곡군 약목면 경호천동길 14,36.047061,128.348209
(주)대성레미콘,경상북도 상주시 헌신공단길 42(헌신동),36.415269,128.205773
(주)청도레미콘,경상북도 청도군 금천면 소천길 112,35.716297,128.89522
㈜화남레미콘,경상북도 영덕군 영덕읍 신공업단지길 37,36.390974,129.365338
가은레미콘(주),경상북도 문경시 마성면 은성로 1038,36.649158,128.081365
(주)에스제이,경상북도 상주시 낙동면 영남제일로 503-15,36.385467,128.269074
(주)세기산업,경상북도 김천시 남면 오봉로 22,36.088667,128.246884
(주)동흥레미콘,경상북도 고령군 다산면 다산산단3길 73,35.788313,128.378292
영해레미콘(주),경상북도 영덕군 영해면 영덕로1686-8,36.526348,129.407777
구미레미콘(주),경상북도 구미시 3공단3로 82-21(시미동),36.088168,128.412731
(주)삼우,경상북도 경산시 남천면 조자길 74,35.767679,128.736955
(주)동신레미콘,경북 영주시 장수면 장수로220번길 57,36.786563,128.597568
(주)삼안레미콘,경상북도 영천시 신령면 화성리 161,36.046676,128.798808
(주)청송동국,경상북도 청송군 청송읍 금곡리 362-1,36.406081,129.064948
아세아시멘트(주)대구공장,경상북도 칠곡군 약목면 경호천동길 2,36.046673,128.346931
(주)여송산업 포항공장,경상북도 포항시 남구 대송면 철강로 240,35.983576,129.367259
주식회사 엠지인터스트리(MG),광주광역시 광산구 임곡로 794(도천동),35.218007,126.816656
동양레미콘(주),광주광역시 남구 송암로76번길 35 (송하동),35.11388,126.878735
쌍용레미콘(주)광주사업소,광주광역시 광산구 어등대로621번길 23-10(소촌동),35.149626,126.791798
(주)세종레미콘,광주 광산구 송학동 919,35.123767,126.677752
(주)서산,광주광역시 광산구 하남산단4번로 143(장덕동),35.193315,126.809074
현대개발주식회사,광주광역시 광산구 풍영정길 201 (신창동),35.184705,126.854125
중원산업(주),광주광역시 광산구 하남산단3번로 106(장덕동),35.188732,126.805824
주식회사 에이치씨군위산업,대구광역시 군위군 군위읍 장천로 764,36.183103,128.550495
(주)영빈산업,대구광역시 북구 검단공단로 107(검단동),35.913828,128.611548
경동레미콘 주식회사,대구광역시 달성군 하빈면 하빈남로 582,35.876803,128.397845
(주)태양레미콘,대구광역시 달성군 하빈면 하빈남로 574,35.875748,128.397873
주식회사 에이치씨보광산업,대구광역시 북구 유통단지로3길 40(산격동),35.907134,128.60391
(주)태성레미콘,대구광역시 달성군 하빈면 하빈남로104길 30-3,35.871804,128.39829
(주)한양레미콘,대구광역시 달서구 성서공단북로 369(장동),35.843335,128.513391
(주)대왕레미콘,대구광역시 수성구 욱수천로 54(욱수동),35.83306,128.711624
(주)수성레미콘,대구광역시 달서구 성서동로 289(장기동),35.846668,128.515168
(주)에이치씨보광알엠씨,대구광역시 달성군 현풍읍 현풍서로 114,35.694852,128.427483
(주)윤성산업개발,대구 달성군 하빈면 묘동길 199,35.903772,128.415982
주식회사 에이치씨홈센타레미콘,대구광역시 북구 노원로25길 65(노원동3가),35.901857,128.570246
한일에스디레미콘 주식회사,"대구광역시 동구 반야월로 266(동호동, 한일시멘트대구공장)",35.871056,128.716706
(주)에이치씨보광레미콘,대구광역시 달서구 성서공단로55길 42 (장동),35.840141,128.512891
(주)수성,대구광역시 달서구 성서동로 271(장동),35.845141,128.515252
신진레미콘(주),대구광역시 북구 3공단로 5(노원동3가),35.893163,128.553692
주식회사 에이치씨대동레미콘,대구광역시 동구 안심로59길 3(동호동),35.866918,128.717789
한일알엠씨 주식회사,대구광역시 달성군 화원읍 사문진로 384(한일시멘트서대구공장),35.806173,128.490754
(주)삼우 대구공장,대구광역시 수성구 달구벌대로 3285(신매동),35.837337,128.715429
(주)대경레미콘,대구광역시 달성군 논공읍 비슬로 1717,35.771343,128.413595
삼표레미콘 주식회사,대전광역시 대덕구 아리랑로 178(읍내동),36.372074,127.423093
대덕산업(주),대전광역시 대덕구 평촌2길 38(평촌동,36.434567,127.434925
한일시멘트(주)대전공장,대전광역시 대덕구 대화로52번안길 50,36.374435,127.407039
(주)공단레미콘,대전광역시 대덕구 대화로52번길 193(대화동),36.375852,127.409372
아세아시멘트(주)중부공장,대전광역시 대덕구 아리랑로55번길 60(신대동),36.382101,127.413344
아세아시멘트(주)대전공장,대전광역시 대덕구 방두말1길 25(평촌동),36.428568,127.42687
대전콘크리트(주),대전광역시 중구 단재로 380 (어남동),36.220258,127.417095
신화레미콘(주),대전광역시 유성구 금남구즉로 1379-12 (봉산동),36.44551,127.384818
(주)부국레미콘 대전,대전광역시 대덕구 대화로119번길 5,36.365325,127.408178
한밭레미콘(주),대전광역시 대덕구 대화로52번안길 112(대화동),36.373463,127.404484
한통레미콘 주식회사,부산광역시 남구 신선로 229(용당동),35.110977,129.089154
성진씨엠 주식회사,부산광역시 사하구 하신번영로 8(신평동),35.082729,128.960109
(주)삼표산업 서부산공장,부산광역시 사하구 감천항로 269(구평동),35.069036,128.991051
(주)세진레미콘,부산광역시 사상구 낙동대로815번길 46(감전동),35.133251,128.969053
(주)한국레미콘,부산광역시 사하구 을숙도대로 617(신평동),35.08584,128.973386
(주)표주레미콘,부산광역시 영도구 해양로 141(청학동),35.093145,129.069322
(주)동헌레미콘,부산광역시 강서구 명동길 47(지사동),35.14025,128.841369
항도레미콘(주),부산광역시 사하구 하신중앙로53번길 60(신평동),35.082562,128.958165
(주)성영레미콘,부산광역시 기장군 정관읍 산단5로 104-20,35.318788,129.20192
㈜미륭레미콘,부산광역시 남구 신선대산복로 30 (용당동),35.117615,129.098903
(주)부일레미콘,부산광역시 금정구 수원지로 24 (회동동),35.232769,129.121233
동부레미콘(주),부산광역시 기장군 정관읍 산단7로 7-42((주)부일레미콘),35.319954,129.207086
㈜동서산업,부산광역시 영도구 해양로 225(동삼동),35.086702,129.074183
(주)동양/건재부문 부산공장,부산광역시 서구 원양로 268(암남동),35.075064,129.006161
한일시멘트(주)부산공장,부산광역시 사상구 삼덕로 96,35.171553,128.987023
경동레미콘(주),"부산광역시 연제구 온천천남로 187(연산동, 외 1필지)",35.188607,129.110929
부산산업(주),부산광역시 사상구 장인로 35,35.14375,128.973108
쌍용레미콘(주)서부산사업소,부산광역시 사하구 하신중앙로 147(신평동),35.092172,128.962942
(주)장안레미콘,부산광역시 기장군 정관읍 산단5로 100-235,35.315844,129.205058
쌍용레미콘(주)동부산사업소,부산 기장군 정관읍 산단3로 92-49,35.315482,129.190587
(주)동양/건재부문 서부산공장,부산광역시 강서구 과학산단로 141,35.139639,128.848063
(주)동양/건재부문 정관공장,부산광역시 기장군 정관읍 산단7로 8-19,35.318482,129.202725
우신산업개발㈜기장공장,부산광역시 기장군 기장읍 차성로 171,35.231714,129.211558
천마콘크리트공업(주),서울특별시 강남구 헌릉로718길 14(세곡동),37.465808,127.119249
(주)삼표산업 풍납공장,서울특별시 송파구 토성로 5(풍납동),37.531939,127.112415
