업체명,주소,위도,경도
(주)신일씨엠,서울특별시 송파구 성남대로 1541-32 (장지동),37.468002,127.124248
아진산업㈜,세종특별자치시  장군면 평기산양길 29-4,36.532694,127.202445
성신레미컨(주)세종공장,세종특별자치시  부강면 부강외천로 48-37,36.521862,127.372263
한일산업(주)남청주공장,세종특별자치시  부강면 연청로 1147-26,36.532,127.401871
(주)대명산업레미콘,세종특별자치시  부강면 시목부강로 608,36.518946,127.379512
금창레미콘(주),세종특별자치시 금남면 금남구즉로 517,36.480839,127.332989
유진기업(주)세종,세종특별자치시 금남면 안금로 351-43,36.432455,127.274995
모현레미콘(주),세종특별자치시  부강면 부강금호로 98-25,36.516557,127.367819
한기레미콘(주),세종특별자치시  전의면 매실로 159,36.702035,127.196027
주안레미콘(주),세종특별자치시 부강면 금병로 1263-112,36.520501,127.363875
주식회사 한덕개발,세종특별자치시  전동면 솔티로 654,36.652374,127.215581
신우레미콘산업 주식회사,울산광역시 북구 대안1길 310(대안동),35.642725,129.412426
(주)대공 레미콘영업소,울산광역시 울주군 상북면 천전3길 31,35.57087,129.104842
울산레미콘(주),울산광역시 북구 효암로 176(효문동),35.5634,129.364792
쌍용레미콘(주)울산사업소,울산광역시 남구 부두로 167(매암동),35.523711,129.36932
한진레미콘(주),울산광역시 울주군 웅촌면 원당골길 72,35.473993,129.211084
(주)대원레미콘,울산광역시 울주군 언양읍 반천강변길 20,35.5609,129.188307
신우레미콘(주),울산광역시 울주군 삼동면 삼동로 1345,35.510544,129.197723
신아레미콘(주),울산광역시 울주군 온산읍 당월로 126,35.414973,129.354405
(주)대원씨앤엠장생포지점,울산광역시 남구 장생포로 389(매암동),35.508712,129.383346
대성레미콘(주),울산광역시 북구 괴정1길 58,35.638892,129.354431
용호산업주식회사,울산광역시 울주군 범서읍 정지불길 63-6,35.611033,129.237219
한라엔컴(ENCOM)(주)울산사업소,울산광역시 남구 부두로 37(매암동),35.516295,129.368209
(주)동양/건재부문 울산공장,울산광역시 울주군 웅촌면 웅촌로 607-31,35.480325,129.214806
한라엔컴(ENCOM)(주)온산사업소,울산광역시 울주군 온산읍 석당길 29-14,35.43472,129.33524
한국흄관공업(주),울산광역시 남구 처용로 678 (황성동),35.466939,129.354488
덕적레미콘,인천광역시 옹진군 덕적면 덕적북로 62-1,37.228385,126.150949
주식회사 삼기레미콘,인천광역시 남동구 남동대로262번길 40(논현동),37.406701,126.702037
(주)삼표산업 서인천공장,"인천광역시 서구 가람로 33(오류동, (주)가야)",37.587624,126.60135
신공항레미콘(주),인천광역시 중구 영종해안북로702번길 115-95(운서동),37.491801,126.45092
한일시멘트(주)서인천공장,인천광역시 서구 봉수대로501번길 37,37.51966,126.657707
쌍용레미콘(주)인천사업소,인천광역시 중구 서해대로93번길 26(항동7가),37.440141,126.615628
(주)반도유스콘,인천광역시 서구 봉수대로 296(석남동),37.502218,126.662206
아주산업(주)인천공장,인천광역시 서구 중봉대로198번길 2(가좌동),37.496274,126.650235
교동레미콘(주),인천광역시 강화군 교동면 교동남로 316(교동레미콘),37.77449,126.304764
유진기업(주)송도,인천광역시 남동구 에코중앙로 11(고잔동),37.386426,126.712425
유진기업(주)인천,인천광역시 동구 방축로62번길 37(송림동),37.483081,126.651541
케이와이PC(주),"인천광역시 서구 가람로 24(오류동, 외 가람로25번지)",37.586569,126.599128
성진레미콘(주),인천광역시 남동구 논현고잔로147번길 7(고잔동),37.396369,126.713814
주식회사 장원산업,인천광역시 서구 봉수대로501번길 38(원창동),37.522215,126.658457
(주)반도유니콘,인천광역시 서구 이든로 31(오류동),37.589207,126.61821
(주)미래해운(연평레미콘공장),인천 옹진군 연평면 연평로 715-1,37.656695,125.691071
인천레미콘(주),인천광역시 서구 건지로153번길 25-5(석남동),37.500746,126.656874
주식회사 우리옹진레미콘,인천광역시 옹진군 백령면 백령로260번길 306,37.967904,124.730212
(주)삼표산업 송도공장,인천광역시 남동구 청능대로 558,37.399647,126.721202
동서에너지 주식회사,인천 옹진군 백령면 백령남로 135,37.959738,124.712603
광진레미콘(주),인천광역시 옹진군 백령면 백령남로 1072,37.945295,124.654192
(주)삼표산업 인천공장,인천광역시 서구 백범로 790(가좌동),37.485192,126.66965
(주)서경산업,인천광역시 강화군 불은면 강화동로 372,37.67203,126.490081
주식회사 쌍용레미콘영종,"인천광역시 중구 영종해안북로702번길 115-95(운서동, 신공항레미콘(주))",37.491801,126.45092
유진기업(주)서인천,인천광역시 서구 약암로 1 (오류동),37.566377,126.592879
(주)삼덕,인천광역시 서구 두루물로 72(오류동),37.583847,126.628681
한밭레미콘(주),인천광역시 서구 가정로 13(가좌동),37.486664,126.6709
주식회사 인광이에스,인천광역시 서구 검단천로 149-1(오류동),37.584791,126.595351
(주)동양/건재부문 인천공장,인천광역시 서구 중봉대로386번길 19(원창동),37.514466,126.651207
(주)강원,인천광역시 미추홀구 매소홀로 248(학익동),37.444419,126.650958
(주)장원(인천공장지점),인천광역시 남동구 남동대로262번길 30-37(논현동),37.405729,126.70162
경서레미콘(유),전라남도 영암군 학산면 녹색로 3026,34.697898,126.670839
(주)힘찬레미콘,전라남도 강진군 성전면 강진산단로 158-26,34.676373,126.741194
유광레미콘주식회사,전라남도 완도군 금일읍 궁항길 67,34.339995,127.06003
(주)대방레미콘,전라남도 순천시 별량면 녹색로 971-5,34.880215,127.454464
(주)신우 마복레미콘,전라남도 고흥군 포두면 우주로 1600-43,34.546307,127.405971
(주)강동알엔에이,전라남도 함평군 함평읍 함영로 1685-50,35.112739,126.488019
두원산업(주),전라남도 순천시 해룡면 해룡산단3로 101,34.903518,127.559038
현대콘크리트산업 유한회사,전라남도 목포시 대양산단로200번길 33(대양동),34.83852,126.404945
유한회사 대상인더스트리,전라남도 목포시 대양산단로200번길 39(대양동),34.838159,126.405334
(주)태우레미콘,전라남도 여수시 묘도9길 486(묘도동),34.887882,127.745244
퍼스트산업(주),"전남 장흥군 장평면 농공단지길 54 가,나동",34.805609,126.93251
주식회사 에코닉스레미콘,전라남도 함평군 함평읍 함영로 1685-26,35.113267,126.48913
남도산업(주),전라남도 보성군 미력면 농공길 16,34.797,127.087441
유한회사 송림산업,전라남도 신안군 장산면 장산동면길 419(송림산업),34.630931,126.184216
팔영레미콘(주),전라남도 고흥군 도덕면 차경구렁목길 11,34.559027,127.159464
(유)썬레미콘(목포지점),전라남도 목포시 선곡로 8(옥암동),34.815828,126.429943
(유)오성레미콘,전라남도 무안군 청계면 강정길 67-21,34.93587,126.403583
(주)일강레미콘,전라남도 해남군 북평면 땅끝해안로 4143,34.409069,126.62229
(주)대산아레콘,전라남도 영암군 삼호읍 나불로 373,34.758501,126.42225
(주)보광산업,전라남도 담양군 대덕면 용산로 516-70,35.225646,127.078383
주식회사 강동레미콘에이치에스(HS),전라남도 화순군 화순읍 정곡로 140-23,35.045472,126.950701
(주)무궁화레미콘,전라남도 신안군 임자면 임자로 124,35.085657,126.10958
남부산업㈜,전라남도 해남군 마산면 명량로 2799,34.587382,126.560405
(주)강동레미콘,전라남도 순천시 해룡면 여순로 1377,34.906629,127.548011
(주)광양레미콘,전라남도 광양시 산업로 292(태인동),34.944515,127.766603
(주)미래,전라남도 나주시 다도면 다남로 192,34.985894,126.848377
도원레미콘주식회사,전라남도 함평군 해보면 해보월현길 114-66,35.170039,126.568456
(유)송림산업 안좌지점,전라남도 신안군 안좌면 감바위길 172-26,34.708617,126.155579
중앙산업(주),전라남도 영광군 영광읍 군서로 392,35.280359,126.481991
(유)남해레미콘,전라남도 무안군 청계면 영산로 2009-15,34.93662,126.433831
(주)아산레미콘,전라남도 순천시 별량면 녹색로 154,34.84233,127.395053
주식회사 장흥레미콘,전라남도 장흥군 안양면 남부관광로 500-23,34.662653,126.954065
주식회사 금호산업,전라남도 해남군 화산면 해남화산로 829,34.507474,126.528242
(주)삼호산업,전라남도 해남군 산이면 산이로 1985,34.695341,126.40939
썬레미콘 주식회사,전라남도 영광군 군서면 백수로 1559,35.283831,126.47638
(주)고려레미콘,전라남도 광양시 광양읍 초남2공단1길 55,34.94282,127.605617
주식회사 서흥산업,전라남도 광양시  태인3길 95(태인동),34.938349,127.763048
(주)남향레미콘,전라남도 해남군 해남읍 용머리길 21-12,34.561552,126.587514
동양레미콘(주),전라남도 광양시 용장길 60 (성황동),34.944737,127.670917
한성레미콘(주),전라남도 광양시 제철로 653(황금동),34.918045,127.624199
(주)신성,전라남도 화순군 춘양면 개천로 571,34.934762,126.953313
신진레미콘(주),전라남도 영광군 군서면 함영로 3174,35.234531,126.501239
(주)동방레미콘,전라남도 곡성군 곡성읍 곡성로 548-3,35.261032,127.276088
천일산업(주),전라남도 영암군 삼호읍 용앙로 492,34.75739,126.418389
아산레미콘(주),전라남도 나주시 봉황면 영나로 1758,34.942204,126.753053
광현레미콘(주),전라남도 광양시 광양읍 제철로 315-60,34.935876,127.612339
디에스산업 주식회사,전라남도 장흥군 장평면 농공단지길 46-29,34.805415,126.93126
현대아이콘(주),전라남도 곡성군 겸면 곡순로 2068,35.267725,127.155932
한국아레콘 주식회사,전라남도 영암군 삼호읍 용앙로 466,34.755363,126.419528
(유)썬레미콘,전라남도 영암군 삼호읍 삼포로 125,34.740003,126.393474
미래레미콘(주),전라남도 영암군 삼호읍 용앙로 474,34.755751,126.419139
(유)동양레미콘,전라남도 목포시 대양로 238,34.825438,126.404223
(주)성암,전라남도 장성군 동화면 본동로 1033-23,35.233255,126.70786
주식회사 대원레미콘,전라남도 나주시 남평읍 나주호로 738-32,34.984034,126.887068
(주)대경산업,전라남도 영암군 미암면 선황리 504-1,34.71559,126.581736
(유)송백건설 (신안지점),전라남도 신안군 암태면 중부로 1499,34.801189,126.116859
대신개발㈜,전남 진도군 임회면 광석길 136,34.431703,126.233185
㈜동방산업,전라남도 구례군 마산면 광평리 831-7,35.204901,127.490014
(주)노화미래레미콘,전라남도 완도군 노화읍 송원길 30,34.207897,126.600071
제석기업(주),전라남도 보성군 벌교읍 남하로 161,34.829442,127.358445
삼원기업(주),전라남도 순천시 해촌길 19(조례동),34.965845,127.547816
(주)대덕레미콘,전라남도 담양군 대덕면 금산길 406,35.265614,127.048136
(유)신안레미콘,전라남도 신안군 지도읍 동천길 1106-24,35.05855,126.243985
한양레미콘(주),전라남도 무안군 삼향읍 수련길 149,34.8646,126.436831
(주)남일레미콘,전라남도 강진군 도암면 백도로 2049,34.557136,126.724141
유한회사 대운레미콘,전라남도 목포시 대양로 244(대양동),34.825021,126.40389
뉴신화레미콘(주),전라남도 여수시 여수산단로 567(중흥동),34.829,127.683056
(주)광남레미콘,전라남도 화순군 화순읍 서태리 198-3,35.033806,126.947924
동국레미콘(주),전라남도 해남군 황산면 명량로 2450,34.58816,126.525131
(주)우성산업,전라남도 여수시 만성로184-20(만흥동),34.772145,127.717914
하나레미콘(주),전라남도 진도군 군내면 대사길 114,34.555079,126.29004
주식회사 창운,전라남도 나주시 남평읍 지석로 474,35.011142,126.849599
뉴그린레미콘(주),전라남도 여수시 율촌면 취적1길 39-135,34.85258,127.584064
(주)바나레미콘,전라남도 여수시 여수산단로 203(월하동),34.802586,127.663502
㈜동남레미콘,전라남도 강진군 칠량면 청자로 744,34.582078,126.795663
주식회사 강동레미콘제이에스,전라남도 장성군 서삼면 봉암로 546,35.349575,126.775798
호성산업(주),전라남도 순천시 서면 산단4길 56,34.984037,127.511347
㈜기찬레미콘,전라남도 영암군 덕진면 예향로 1860-17,34.831994,126.695725
한라엔컴(ENCOM)(주)담양사업소,전라남도 담양군 봉산면 제월길 216-38,35.282556,126.972781
(주)대보레미콘,전라남도 함평군 함평읍 함영로 1685-42,35.113656,126.488297
청해개발(주),전라남도 완도군 완도읍 청해진서로 1037-244,34.319468,126.674425
조양산업(주),전라남도 여수시 여수산단로 292-16(월하동),34.805002,127.671085
금남산업(주),전라남도 여수시 율촌면 봉정길 76,34.854968,127.595397
㈜한진레미콘,전라남도 장성군 서삼면 용흥리 152-2,35.312885,126.766021
동일산업(주),전라남도 담양군 금성면 금성산성길 71,35.354243,127.028025
진남레미콘(주),전라남도 여수시 율촌면 여순로 799,34.868967,127.586231
제암레미콘(주),전라남도 보성군 보성읍 흥성로 2121,34.758699,127.04614
유한회사해국레미콘,전라남도 완도군 노화읍 구석리 783,34.206758,126.601682
(주)대화레미콘,전라남도 담양군 봉산면 제월길 216-36,35.283139,126.973781
대한레미콘(주),전라남도 나주시 청동길 134,35.044221,126.732637
(주)중경산업,전라남도 나주시 봉황면 도천로 184-79,34.962897,126.822324
보성레미콘(주),전라남도 보성군 미력면 보성강로 135,34.796945,127.101218
구례레미콘(주),전라남도 구례군 간전면 간전농공단지길 3-7,35.180654,127.538538
㈜남도산업,전라남도 진도군 고군면 진도대로 586-10,34.471338,126.359285
중원산업(주),전라남도 광양시 광양읍 백운로 549-10,34.96704,127.643003
㈜신우레미콘,전라남도 고흥군 두원면 용반리 568-3,34.641463,127.305035
영광레미콘(주),전라남도 영광군 영광읍 영대로 364,35.287387,126.524654
유진기업(주)나주지점,전라남도 나주시 남평읍 교원교촌길 22-104,35.032556,126.840767
대림레미콘㈜,전라남도 장성군 동화면 구봉길 57-6,35.240865,126.714721
㈜푸른레미콘,전라남도 장흥군 안양면 남부관광로 446-31,34.667014,126.951232
(주)남부레미콘,전남 화순군 동면 응봉로 489,35.020225,127.018751
(주)신흥콘크리트,전라남도 영암군 삼호면 난전리 1707-2,34.756585,126.419222
(유)서부ENC,전라남도 무안군 청계면 영산로 2009-16,34.936981,126.433608
대성산업(주),"전라남도 장흥군 장동면 흥성로 1442, (총 3필지)",34.742395,126.990367
(주)칠산레미콘,전라남도 영광군 법성면 덕흥리 214번,35.334048,126.473324
주식회사 일화,전라남도 고흥군 금산면 거금일주로 2740,34.482452,127.169436
대승산업 주식회사,전라남도 영광군 군서면 백수로17길 26,35.280304,126.477824
광주알엠씨(주),전라남도 장성군 동화면 구봉길 5,35.234588,126.712304
(주)청림안앤씨,"전라남도 광양시 백운1로 136(태인동, 전국산업(주),(주)대영통운)",34.940265,127.757743
현대알엠씨(주),전라남도 고흥군 두원면 고흥로 2104,34.635102,127.299007
㈜신화레미콘,전남 강진군 성전면 별뫼로 2,34.697815,126.673284
(주)송강레미콘,전라남도 신안군 지도읍 해제지도로 1140,35.059439,126.221348
유한회사 지에스,전남 곡성군 오곡면 섬진강로 2074-1,35.267088,127.331138
대신산업㈜,전라남도 진도군 진도읍 쉬미항로 322-129,34.48542,126.216353
일성레미콘(주),전라남도 순천시 서면 청소길 177,35.017616,127.501959
(유)왕성레미콘,전라남도 신안군 도초면 발매리 49,34.709477,125.936237
(주)현대레미콘,전라남도 고흥군 동강면 동강신정길 11(사무소),34.797418,127.338586
삼표레미콘 주식회사 남광주공장,전라남도 나주시 금천면 영산로 5576-31((주)삼성레미콘),35.032361,126.739414
(주)대경,전라남도 순천시 서면 구상리 149-1,34.98662,127.54765
㈜일복,전라남도 고흥군 점암면 해창로 472(469-3(2필지)),34.63938,127.379861
(주)와이엔텍호남레미콘,전라남도 여수시 여수산단2로 6(주삼동),34.800642,127.657725
주식회사 성광산업,전라남도 광양시 진월면 섬진강매화로 277-24,34.995426,127.774241
나성레미콘(주),전라남도 나주시 산포면 산포로 9(나성레미콘(주)),35.003226,126.809464
(주)동양콘크리트,전라남도 나주시 다시면 월태월천길 11,35.021112,126.636507
목포레미콘(주),전라남도 무안군 청계면 영산로 1525-25,34.897569,126.429692
유한회사 정원레미콘,전북특별자치도 부안군 주산면 사기점길 99,35.655596,126.691775
삼표레미콘 주식회사 군산공장,전북특별자치도 군산시 외항로 414(소룡동),35.967088,126.624306
중앙레미콘 주식회사,전라북도 정읍시 정우면 정신로 691,35.652486,126.875148
(주)경동레미콘,"전라북도 남원시 보절면 보산로 816(㈜신흥,㈜드레곤)",35.504534,127.407602
(주) 하나에너지,"전라북도 군산시 군산산단로 143-48(비응도동, ㈜하나에너지)",35.9572,126.535814
(유)호원레미콘,전라북도 군산시 임피면 남산로 181-19(건흥레미콘),35.970839,126.858758
유한회사 강동레미콘제이이(JE),전라북도 정읍시 태인면 태인공단1길 23,35.659486,126.934476
조선콘크리트공업(주),전라북도 김제시 선인길 14(백학동),35.81744,126.941196
유한회사 남원레미콘,전라북도 남원시 대산면 대사로 240-20,35.422209,127.327193
유한회사 대진레미콘,전라북도 고창군 신림면 고인돌대로 2492,35.500752,126.699553
(주)동광레미콘,전북 군산시  외항7길 4 (소룡동),35.966783,126.622834
유한회사 창명레미콘,전라북도 부안군 상서면 고인돌로 197,35.700285,126.667499
주식회사 금산씨알에이,전라북도 김제시 금산면 금평로 311,35.725229,126.990415
(주)강동레미콘케이제이(KJ),전라북도 김제시 금구면 광현1길 84-36,35.786222,127.010246
(유)코리아,전라북도 김제시 금구면 옥성리 484,35.787833,126.987164
(유)대산레미콘,전라북도 군산시 외항로330,35.968477,126.632806
(유)호경 완주지점,전라북도 완주군 봉동읍 제내리 143,35.980395,127.129039
(유)쌍용레미콘,전라북도 부안군 동진면 석정로 38,35.742614,126.731271
유한회사 도형레미콘,전북 익산시  황등면 석재길 23,35.999975,126.95236
(유)용마,전라북도 고창군 해리면 선운대로 1325,35.481448,126.520347
(주)강동콘크리트,전라북도 완주군 상관면 신리로 153,35.774363,127.203895
한성레미콘 주식회사,전라북도 익산시 춘포면 증보들길 302-33,35.945121,127.04913
선연레미콘(주),전라북도 군산시 옥서면 선연리 202-12,35.929092,126.626862
㈜현대콘크리트,전라북도 김제시 금구면 금구리 250,35.78225,127.007857
정안레미콘(주),전라북도 정읍시 정우면 정신로 685,35.65107,126.874981
(주)거산,전라북도 임실군 신평면 대리 80,35.655627,127.272446
(주)동남,전북특별자치도 장수군 번암면 장수로 153,35.506756,127.529952
(주)동방,전북특별자치도 전주시 덕진구 혁신로 616(여의동),35.86713,127.071934
(주)백마,전라북도 고창군 신림면 왕림로 408,35.486476,126.72544
옥천레미콘(주),전라북도 순창군 순창읍 인덕로 99,35.400683,127.140487
(유)코리아레미콘,전북특별자치도 익산시 춘포면 궁성로 194,35.929178,127.050408
동광재활용산업(주),전라북도 순창군 금과면 대각길 19-52,35.309887,127.100936
(유)토석산업,전라북도 익산시 오산면 군익로 342,35.948036,126.924946
(주)팔마,전라북도 완주군 봉동읍 봉동로 678-74,35.973451,127.128289
(유)신성레미콘,전라북도 고창군 흥덕면 사포리 499-1,35.533971,126.697998
(유)대호산업,전라북도 군산시 옥구읍 상평로 161,35.924788,126.702022
(주)대연콘크리트,전라북도 전주시 덕진구 야전1길 24(팔복동4가),35.863214,127.103348
에이알레미콘(주),전라북도 장수군 장계면 육십령로 735-33,35.729343,127.64894
(주)동양/건재부문 군산공장,"전라북도 군산시 외항로 466(소룡동,(25-4))",35.967171,126.618835
(주)대동남,전라북도 익산시 팔봉동 368-5,35.968979,127.015605
주식회사 서부,전라북도 익산시 왕궁면 제석사지로 359,35.966118,127.082321
남신레미콘(주),전라북도 남원시 광석길 75-3(광치동),35.440846,127.382577
(유)삼성,전라북도 남원시 송동면 노송로 715-66,35.366104,127.341331
유한회사 O.K,전라북도 진안군 진안읍 반월길 39,35.768532,127.43793
(주)두리로드 레미콘지점,전라북도 무주군 무주읍 원용포길 43,35.993924,127.627828
(유)삼보콘크리트,전라북도 완주군 구이면 안덕리 304-1,35.680762,127.092684
한성기업 주식회사,전라북도 김제시 금산면 금평로 327,35.727645,126.988332
(주)대원산업,전라북도 군산시 외항로 326(소룡동),35.969671,126.634305
유진기업(주)군산,전라북도 군산시 외항안길 210,35.969227,126.623473
(유)고창레미콘,전라북도 고창군 고수면 고인돌대로 1074-1,35.385237,126.659641
(유)미래레미콘,전라북도 고창군 고수면 고인돌대로 1066(미래레미콘),35.384432,126.659197
(주)신우알앤씨,전라북도 김제시 용지면 용지로 149,35.832716,126.943862
(주)덕산레미콘,전라북도 익산시 함열읍 미륵사지로 1170,36.064162,126.97458
금정레미콘(주),전라북도 남원시 주생면 금풍로 47,35.373603,127.30789
삼성콘크리트공업(주),전라북도 정읍시 공단2길 56,35.611602,126.844678
서부레미콘,전라북도 완주군 이서면 콩쥐팥쥐로 999,35.821329,127.00919
(주)만수산업,전라북도 정읍시 고부면 영원로 172-64,35.593798,126.800405
(유)호서콘크리트,전라북도 임실군 오수면 오수로 441,35.55786,127.313915
(주)하나레미콘,전북특별자치도 군산시 임해로 441(소룡동),35.973226,126.628639
강천산업 유한회사,전라북도 순창군 팔덕면 강천로 228-5,35.385267,127.101908
제일콘크리트공업(주),전라북도 완주군 이서면 이문길 105-65,35.824634,127.000274
(유)청솔산업,전라북도 무주군 안성면 진성로 2502-41,35.866883,127.64044
(유)대신레미콘,전북 군산시  외항7길 28-5(소룡동),35.96931,126.622084
(유)삼성레미콘,전라북도 부안군 주산면 종유로 140-64 외 2필지,35.650374,126.68222
(유)성원레미콘,전라북도 완주군 소양면 전진로 910,35.851716,127.256835
(유)대명산업,전라북도 고창군 신림면 법지리 436-1,35.50628,126.699303
유한회사 디에스레미콘,전라북도 부안군 동진면 고마제윗길 75,35.740753,126.746103
(주)도시레미콘,전북 부안군 상서면 고인돌로 211,35.701563,126.667221
태금콘크리트(주),전북 진안군 진안읍 금마길 152,35.768476,127.440791
(주)반석레미콘,전라북도 진안군 용담면 안용로 1196,35.980536,127.516255
아성레미콘 유한회사,전북특별자치도 남원시 주천면 쑥고개로 688(아성레미콘),35.379825,127.434351
(주)동양/건재부문 전주공장,전라북도 완주군 봉동읍 봉동로 453-30,35.953704,127.145816
(유)새만금산업,전라북도 부안군 동진면 석정로 36,35.742475,126.732382
(주)신흥산업,제주특별자치도 제주시 애월읍 중산간서로 5897-1,33.453673,126.361735
주식회사 화북레미콘,제주특별자치도 제주시 청풍남8길 52(화북이동),33.515251,126.571522
(주)부일레미콘,"제주특별자치도 제주시 구좌읍 월행남길 111, 103동",33.542193,126.789281
세기산업(주),제주특별자치도 제주시 고내로13길 22,33.466172,126.345181
오성산업(주),제주특별자치도 제주시 애월읍 광령평화2길 129-1,33.434565,126.43534
오성레미콘(주),제주특별자치도 제주시 사라길 48(도평동),33.46895,126.452727
주식회사 동흥레미콘,제주특별자치도 제주시 애월읍 장소로 413,33.417178,126.384289
신흥레미콘(주),제주특별자치도 제주시 애월읍 중산간서로 5897-1,33.453673,126.361735
(주)한라콘크리트,제주특별자치도 서귀포시 세성로 212번길 134,33.321218,126.810225
(주)동양/건재부문 제주공장,제주특별자치도 제주시 선반로14길 10(화북일동),33.514556,126.568578
(주)진일산업,제주특별자치도 제주시 조천읍 대와상길 71,33.495114,126.645155
세기레미콘(주),제주특별자치도 서귀포시 소보리당로 164번길125(상예동),33.269499,126.382068
(주)낙원레미콘,제주특별자치도 서귀포시 표선면 세성로 114-26,33.318162,126.803948
성수레미콘㈜,제주특별자치도 서귀포시 성산읍 수산리 4518,33.432205,126.828334
(주)동신레미콘,제주특별자치도 제주시 송이길 176(회천동),33.466062,126.62624
㈜제주레미콘,제주특별자치도 제주시 선반로8길 17(화북일동),33.513445,126.565412
(주)한라,제주특별자치도 서귀포시 토평공단로107번길 1 (토평동),33.291081,126.5843
(주)한송,제주특별자치도 제주시 애월읍 고성8길 1,33.448619,126.41873
(주)오성,제주특별자치도 제주시 조천읍 북촌4길 73,33.540082,126.690095
㈜서일레미콘,제주특별자치도 서귀포시 표선면 돈오름로 130-52,33.328939,126.809364
(주)백록레미콘,제주특별자치도 제주시 조천읍 함덕리 산65-2,33.528278,126.68854
주식회사 세창레미콘,제주특별자치도 제주시 애월읍 장소로 413,33.417178,126.384289
이도에코한림 주식회사,제주특별자치도 제주시 한림읍 홀못길 94-40,33.366488,126.281548
오성콘크리트(주),제주특별자치도 서귀포시 토평공단로155번길 21(토평동),33.293081,126.580134
(주)한송산업,제주특별자치도 서귀포시 안덕면 서광동로34번길 82-6,33.290886,126.338238
(주)성일레미콘,제주특별자치도 서귀포시 안덕면 화순서동로56번길 258-3,33.275193,126.334738
주식회사 한솔케이콘,충청남도 천안시 서북구 입장면 연곡길 177,36.925843,127.206746
삼표레미콘 주식회사 당진공장,충청남도 당진시 신평면 신평길 225-206,36.886567,126.786645
주식회사 은성레미콘,충청남도 공주시 의당면 의당전의로 803-79,36.547358,127.176447
주식회사 도현,충청남도 당진시 석문면 산단7로 528,37.011302,126.557359
정안레미콘아스콘 주식회사,충청남도 천안시 동남구 광덕면 대평교길 48(용원래미콘),36.673288,127.15392
주식회사 호성레미콘,충청남도 아산시 염치읍 아산로710번길 86-6,36.837019,126.974184
은성레미콘산업(주),충청남도 태안군 태안읍 굴포길 10,36.770328,126.348297
대주산업(주),충청남도 금산군 진산면 실학로 463,36.199649,127.358545
고려산업케이알(주),충청남도 공주시 선유동길 32-19(송선동),36.491115,127.162198
주식회사 석준,충청남도 당진시 석문면 산단8로 485,37.012107,126.558415
(주)은성산업,충청남도 천안시 동남구 병천면 매봉로 249,36.745614,127.312655
명진레미콘(주),충청남도 논산시 벌곡로 113-37,36.215258,127.276135
당진기업(주),충청남도 당진시 고대면 고대로 158(당진기업),36.931144,126.59494
(주)성신레미콘,충청남도 논산시 은진면 매죽헌로 556-5,36.132155,127.138509
주식회사 탑스레미콘,충청남도 부여군 임천면 충절로 1101,36.182759,126.893142
보명레미콘(주),충청남도 예산군 신양면 서계양배약길 22,36.613904,126.849559
한선기업(주),충청남도 당진시 신평면 신평길 276,36.881596,126.790256
송우산업 주식회사,충청남도 태안군 원북면 발전로 316,36.890897,126.228834
고려산업 주식회사,충청남도 아산시 음봉면 월암로 376,36.868849,127.077369
주식회사 동림레미콘,충청남도 공주시 신풍면 영정길 88,36.513861,126.984409
(주)선우,충청남도 서산시 해미면 한티1길 75,36.681284,126.591748
주식회사 선진,충청남도 금산군 추부면 금산로 2278,36.167681,127.475646
아세아레미콘㈜아산공장,충청남도 아산시 음봉면 음봉로 233,36.845657,127.037373
한영레미콘(주),충청북도 청주시 청원구 북이면 내추옥수길 92,36.766086,127.558772
(주)한솔기업,충청남도 보령시 옥마로 124 (명천동),36.341712,126.625248
서해산업(주),충청남도 태안군 근흥면 서해로 1257-13,36.765301,126.257971
(주)국광,충청남도 천안시 동남구 풍세로 575 (신방동),36.765,127.128977
(주)제일사,충청남도 보령시 천북면 천광로 589-23,36.495694,126.583778
(주)보령레미콘,충청남도 보령시 미산면 도화담안길 62-12,36.300634,126.675466
연산레미콘(주),충청남도 논산시 부적면 감곡1길 38-23(신흑동) 외 2필지,36.207786,127.1732
선진레미콘(주),충청남도 금산군 복수면 다복로 123-42,36.166153,127.412318
태성레미콘(주),충청남도 공주시 계룡면 기산방죽골길 20,36.384571,127.147423
(주)삼진산업,충청남도 부여군 내산면 성충로 826,36.283608,126.772096
주식회사 장헌,충청남도 당진시 고대면 성산로 464,36.986832,126.575191
서호산업 주식회사,충청남도 태안군 남면 달산포로 7,36.645342,126.306274
(주)보창레미콘,충청남도 보령시 성주면 만수로 878-123,36.285774,126.648329
삼원레미콘(주),충청남도 논산시 광석면 사계로 90,36.237948,127.047433
서우산업(주),충청남도 서산시 성연면 한월당로 1080-14,36.817351,126.432483
아산레미콘㈜,충청남도 아산시 탕정면 삼성로 299-51,36.823382,127.074342
(주)동양/건재부문 아산공장,충청남도 아산시 영인면 아산온천로 16-99,36.848712,126.963157
(주)모헨즈 당진공장,충청남도 당진시 면천로 98-23(구룡동),36.829767,126.615605
(주)건양,충청남도 보령시 남포면 양기리 285-1,36.262582,126.562587
정우레미콘 주식회사,충청남도 예산군 봉산면 봉산로 300-15,36.743278,126.682822
한일산업(주)아산공장,충청남도 아산시 염치읍 아산로 505,36.819743,126.969685
우진산업(주),충청남도 공주시 반포면 송곡로 167-25,36.407458,127.26144
민국레미콘 주식회사,충청남도 서천군 마서면 원송로 195-47,36.021832,126.71452
